icd-o-3;label;Tot;00-;05-;10-;15-;20-;25-;30-;35-;40-;45-;50-;55-;60-;65-;70-;75-;80-;85+;CR;ESR;WSR;CRi
C00;Lip;25;-;-;-;-;-;-;-;-;-;-;0.829934061738795;0.924432283024188;3.14536294867292;3.02127582435511;3.22084531085183;1.81475029036005;2.56835022023603;3.95186626884546;0.793281602911153;0.5898030317345881;0.4100922786515219;0.05569373742052575
C01;Base of tongue;66;-;-;-;-;-;-;-;-;-;1.62048290390536;3.31973624695518;5.08437755663303;6.81495305545799;9.06382747306533;5.63647929399071;2.72212543554007;2.56835022023603;5.92779940326819;2.09426343168544;1.662677129419297;1.193535423610417;0.15757500266943
C02;Tongue;82;-;-;-;-;-;-;-;0.997496284326341;2.21704910763773;1.21536217792902;5.39457140130217;7.3954582641935;5.24227158112153;9.06382747306533;4.02605663856479;3.62950058072009;6.42087555059008;7.90373253769093;2.60196365754858;2.092725493468123;1.501386221283157;0.1776025643020707
C03;Gum;20;-;-;-;-;-;-;-;-;-;-;1.24490109260819;1.38664842453628;1.04845431622431;1.20851032974204;4.02605663856479;2.72212543554007;1.28417511011802;1.97593313442273;0.634625282328922;0.4789304012687998;0.3199474025024945;0.04456292178754984
C04;Floor of mouth;93;-;-;-;-;-;-;-;-;0.886819643055094;2.0256036298817;4.97960437043277;12.9420519623386;8.38763452979445;8.45957230819431;7.24690194941662;2.72212543554007;5.13670044047206;-;2.95100756282949;2.409946243191701;1.728543039375091;0.2243888130318061
C05;Palate;36;-;-;-;-;-;0.522632604957693;-;-;0.886819643055094;0.810241451952682;2.48980218521638;2.31108070756047;5.76649873923368;1.81276549461307;3.22084531085183;0.907375145180023;-;1.97593313442273;1.14232550819206;0.9636973047359471;0.7289808494090095;0.08906374536826744
C06;Mouth, NOS;28;-;-;-;-;0.51230295547575;-;-;0.49874814216317;-;-;0.829934061738795;3.23551299058466;1.04845431622431;4.83404131896817;1.61042265542592;2.72212543554007;-;3.95186626884546;0.888475395260491;0.7110579602234957;0.5079747987043403;0.06282733756072245
C07;Parotid gland;52;-;-;0.584839783141408;0.550451645575194;0.51230295547575;-;0.970925631951221;0.49874814216317;-;2.0256036298817;0.414967030869397;1.84886456604838;2.62113579056077;3.02127582435511;3.22084531085183;7.25900116144019;11.5575759910621;9.87966567211366;1.6500257340552;1.208066212985311;0.887256875948126;0.08131672157407621
C08;Salivary glands, NOS;11;-;-;-;-;-;-;-;-;0.443409821527547;-;0.829934061738795;0.924432283024188;-;1.20851032974204;0.805211327712958;0.907375145180023;2.56835022023603;-;0.349043905280907;0.2609277669371263;0.1793536226990608;0.02105527218509984
C09;Tonsil;85;-;-;-;-;-;-;-;-;0.443409821527547;2.83584508183439;4.97960437043277;8.31989054721769;8.38763452979445;7.85531714332328;4.83126796627775;6.35162601626016;3.85252533035405;3.95186626884546;2.69715744989792;2.160922469526875;1.548859607587693;0.1880877401992942
C10;Oropharynx;87;-;-;-;-;-;-;-;0.49874814216317;0.443409821527547;1.21536217792902;4.97960437043277;8.78210668872978;11.0087703203552;7.85531714332328;5.63647929399071;4.53687572590012;3.85252533035405;3.95186626884546;2.76061997813081;2.229052128247872;1.602846322816733;0.2018949072899234
C11;Nasopharynx;22;-;-;-;-;-;-;-;-;0.886819643055094;0.405120725976341;2.07483515434699;1.84886456604838;2.09690863244861;1.81276549461307;2.41563398313887;-;-;-;0.698087810561815;0.596431231500512;0.4417847523002846;0.05768809501446315
C12;Pyriform sinus;69;-;-;-;-;-;-;-;-;0.443409821527547;1.21536217792902;4.97960437043277;5.08437755663303;10.4845431622431;4.83404131896817;4.02605663856479;3.62950058072009;5.13670044047206;1.97593313442273;2.18945722403478;1.751835856681411;1.268663913266094;0.1552163897981296
C13;Hypopharynx;50;-;-;-;-;-;-;-;-;-;0.810241451952682;3.31973624695518;6.47102598116931;4.71804442300938;4.83404131896817;0.805211327712958;2.72212543554007;6.42087555059008;-;1.58656320582231;1.249431475750996;0.882615213863723;0.1047366166265662
C14;Lip, oral cavity and pharynx, NOS;2;-;-;-;-;-;-;-;-;-;-;0.414967030869397;-;-;0.604255164871022;-;-;-;-;0.0634625282328922;0.05321789875569868;0.03887600648960051;0.005095981129177307
C15;Oesophagus;425;-;-;-;-;-;0.522632604957693;-;-;2.66045892916528;4.45632798573975;13.2789449878207;25.8841039246773;36.1716739097386;48.9446683545528;47.5074683350645;38.109756097561;51.3670044047206;55.3261277638365;13.4857872494896;10.03805267437625;6.948048825214856;0.8931191787068249
C16;Stomach;605;-;-;-;0.550451645575194;-;1.04526520991539;1.94185126390244;1.49624442648951;5.32091785833056;8.50753524550316;12.8639779569513;21.7241586510684;28.8324936961684;49.5489235194238;75.6898648050181;85.2932636469222;114.291584800503;138.315319409591;19.1974147904499;13.45049845630613;8.950851943488344;1.032243835707747
C17;Small intestine;98;-;-;-;-;-;-;-;0.997496284326341;1.77363928611019;3.64608653378707;3.73470327782458;3.69772913209675;4.71804442300938;10.8765929676784;8.85732460484254;10.8885017421603;11.5575759910621;13.8315319409591;3.10966388341172;2.340845316835477;1.647674270557802;0.191324822824368
C18;Colon;1998;-;-;1.16967956628282;2.20180658230078;4.098423643806;3.13579562974616;2.42731407987805;4.9874814216317;9.31160625207848;17.0150704910063;35.2721976238988;54.5415046984271;118.999564891459;177.046763307209;268.135372128415;284.008420441347;423.777786338945;397.162560018969;63.3990657046593;43.8113283653695;29.23080857271036;3.431455975545861
C19;Rectosigmoid junction;90;-;-;-;-;-;-;-;0.49874814216317;-;0.405120725976341;1.24490109260819;1.84886456604838;7.8634073716823;6.64680681358124;12.0781699156944;10.8885017421603;26.9676773124783;13.8315319409591;2.85581377048015;1.908495637191019;1.258816730638123;0.152813214660219
C20;Rectum;963;-;-;-;-;0.51230295547575;-;1.45638844792683;2.49374071081585;6.20773750138566;12.1536217792902;20.7483515434699;44.372749585161;61.8588046572341;92.4510402252663;127.223389778647;121.588269454123;163.090238984988;146.219051947282;30.5572073441376;21.84495681443208;14.74678144120598;1.830430972772934
C21;Anus and anal canal;38;-;-;-;-;-;-;-;0.997496284326341;-;1.62048290390536;1.24490109260819;2.77329684907256;3.14536294867292;0.604255164871022;0.805211327712958;9.07375145180023;3.85252533035405;3.95186626884546;1.20578803642495;0.9019130694910215;0.6200615518485205;0.05593938094681228
C22;Liver and intrahepatic bile ducts;307;0.550718412168674;0.570203448590457;-;0.550451645575194;-;0.522632604957693;0.48546281597561;1.99499256865268;1.77363928611019;2.83584508183439;5.39457140130217;14.790916528387;19.9206320082618;34.4425443976482;48.3126796627775;43.5540069686411;39.8094284136585;15.8074650753819;9.74149808374896;7.170821224852169;5.011199169819712;0.65854845161607
C23;Gallbladder;24;-;-;-;-;-;-;-;-;0.886819643055094;-;0.414967030869397;0.462216141512094;1.57268147433646;3.02127582435511;1.61042265542592;3.62950058072009;3.85252533035405;5.92779940326819;0.761550338794707;0.5370490809698693;0.3633967920752014;0.03983397801123889
C24;Biliary tract, NOS;85;-;-;-;-;-;-;-;-;0.443409821527547;0.810241451952682;1.24490109260819;2.77329684907256;6.81495305545799;6.64680681358124;13.6885925711203;12.7032520325203;11.5575759910621;17.7833982098046;2.69715744989792;1.906048961679374;1.267907574379825;0.1619796793573824
C25;Pancreas;495;-;-;-;-;-;-;1.45638844792683;1.49624442648951;0.886819643055094;5.26656943769243;10.3741757717349;18.9508618019958;30.4051751705049;56.195730333005;65.2221175447496;68.9605110336818;93.7447830386151;53.3501946294137;15.7069757376408;11.07557704454452;7.454705844358709;0.9467601488261757
C26;Other ill-defined digestive organs;2;-;-;-;-;-;-;-;-;-;-;-;0.462216141512094;-;-;0.805211327712958;-;-;-;0.0634625282328922;0.05188930832211437;0.03459287221474292;0.006336936553819061
C30;Nasal cavity and middle ear;19;-;-;-;-;-;-;-;-;0.443409821527547;0.810241451952682;0.414967030869397;-;1.57268147433646;1.20851032974204;1.61042265542592;4.53687572590012;1.28417511011802;3.95186626884546;0.602894018212476;0.4351883761813932;0.2988874140803401;0.03029657348028181
C31;Accessory sinuses;34;-;-;-;-;-;-;-;-;-;1.21536217792902;-;1.84886456604838;2.62113579056077;1.81276549461307;4.83126796627775;6.35162601626016;6.42087555059008;1.97593313442273;1.07886297995917;0.7555132818941591;0.5082303726917199;0.06162798213050769
C32;Larynx;327;-;-;-;-;-;-;-;-;1.33022946458264;3.64608653378707;11.6190768643431;18.0264295189717;32.5020838029535;35.6510547273903;40.2605663856479;38.109756097561;30.8202026428324;21.73526447865;10.3761233660779;7.789976435506966;5.419291202114033;0.712626326984489
C33;Trachea;3;-;-;-;-;-;-;-;-;-;-;0.414967030869397;0.462216141512094;0.524227158112153;-;-;-;-;-;0.0951937923493384;0.08299201855719107;0.06020608352843974;0.007006806164333579
C34;Bronchus and lung;3413;-;-;-;-;1.0246059109515;-;0.48546281597561;7.48122213244756;7.09455714444075;22.2816399286988;54.7756480747605;137.740410170604;211.263544719198;372.82543672542;461.386090779525;545.332462253194;588.152200434051;478.175818530301;108.298804429431;75.67215099381531;50.21893162820679;6.182420321408766
C37;Thymus;14;-;-;-;-;-;0.522632604957693;-;-;0.443409821527547;1.21536217792902;-;0.462216141512094;1.04845431622431;0.604255164871022;1.61042265542592;1.81475029036005;-;1.97593313442273;0.444237697630246;0.3613912300199862;0.2801270233038289;0.02952940362535017
C38;Heart, mediastinum and pleura;18;0.550718412168674;-;-;0.550451645575194;0.51230295547575;-;0.48546281597561;-;0.443409821527547;-;-;0.924432283024188;1.57268147433646;-;1.61042265542592;0.907375145180023;6.42087555059008;-;0.57116275409603;0.4482403284428341;0.3856145848579526;0.03324388331369388
C39;Respiratory system and intrathoracic organs, NOS;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
C40;Bone and articular cartilage of limbs;17;-;2.28081379436183;-;1.65135493672558;1.0246059109515;0.522632604957693;-;0.49874814216317;0.443409821527547;-;-;0.924432283024188;-;0.604255164871022;0.805211327712958;0.907375145180023;-;-;0.539431489979584;0.5714495510593939;0.6372948071088211;0.04376773906090703
C41;Bone and articular cartilage, NOS;23;-;0.570203448590457;0.584839783141408;-;1.0246059109515;0.522632604957693;1.45638844792683;1.49624442648951;-;1.21536217792902;0.829934061738795;0.462216141512094;1.57268147433646;-;1.61042265542592;-;-;1.97593313442273;0.729819074678261;0.7134538135353184;0.6484954362567433;0.05671156857249837
C43;Malignant melanoma of skin;669;-;-;-;1.10090329115039;4.61072659928175;4.18106083966154;7.76740505560977;10.9724591275898;17.7363928611019;21.4713984767461;31.9524613769436;30.0440491982861;28.8324936961684;53.1744545086499;53.1439476290552;78.034262485482;68.0612808362548;57.3020608982592;21.2282156939025;16.76537944694396;12.2972403285752;1.31620008628307
C44;Malignant neoplasms of skin;2356;-;-;0.584839783141408;1.65135493672558;0.51230295547575;2.09053041983077;3.39823971182927;2.99248885297902;3.99068839374792;10.9382596013612;15.7687471730371;36.0528590379433;62.3830318153462;122.663798468817;282.629176027248;416.485191637631;672.90775770184;1039.34082870636;74.7588582583471;47.05486167741761;28.47313010421781;2.691400154779222
C45;Mesothelioma;157;-;-;-;-;-;-;-;-;0.443409821527547;0.810241451952682;1.65986812347759;5.54659369814513;12.0572246365795;9.66808263793635;24.1563398313887;23.5917537746806;32.1043777529504;35.5667964196092;4.98180846628204;3.399563529183053;2.209807900347147;0.2713400067334337
C46;Kaposi's sarcoma;22;-;-;-;-;-;0.522632604957693;0.48546281597561;0.997496284326341;1.33022946458264;2.83584508183439;0.414967030869397;1.38664842453628;-;0.604255164871022;1.61042265542592;0.907375145180023;-;-;0.698087810561815;0.6348936244116207;0.5163767752311246;0.05092682552473304
C47,C49;Soft tissues;116;1.10143682433735;0.570203448590457;1.16967956628282;1.10090329115039;-;1.56789781487308;1.94185126390244;0.997496284326341;0.443409821527547;1.62048290390536;3.31973624695518;5.54659369814513;6.81495305545799;7.25106197845226;8.05211327712958;16.3327526132404;11.5575759910621;25.6871307474955;3.68082663750775;2.88358246261691;2.207745329771299;0.2072739875497276
C48;Retroperitoneum and peritoneum;6;-;-;-;-;-;-;0.48546281597561;-;0.443409821527547;-;-;-;0.524227158112153;-;-;0.907375145180023;1.28417511011802;1.97593313442273;0.190387584698677;0.1419810278798366;0.1020757372491795;0.007265235047093643
C50;Breast;48;-;-;-;-;-;-;-;-;0.443409821527547;0.810241451952682;1.24490109260819;3.23551299058466;2.62113579056077;3.02127582435511;7.24690194941662;4.53687572590012;7.70505066070809;9.87966567211366;1.52310067758941;1.10492900389223;0.7405987349271361;0.09307355427815578
C60;Penis;54;-;-;-;-;-;-;-;-;0.443409821527547;2.43072435585805;2.07483515434699;2.31108070756047;2.09690863244861;4.83404131896817;4.02605663856479;9.07375145180023;8.98922577082611;5.92779940326819;1.71348826228809;1.234726759989958;0.8433743946896631;0.09104381309433807
C61;Prostate;5010;-;-;-;-;0.51230295547575;-;-;0.997496284326341;3.10386875069283;22.6867606546751;94.1975160073532;220.477099501269;389.50077847733;636.884943774057;700.533855110274;737.695993031359;638.235029728654;519.670414353178;158.973633223395;114.0329087253353;77.04097526348129;9.827414121718657
